participant	gender	age	handedness	block_num	trial_num	practicing	mask_type	mask_size	background	figure	d_orientation	rt	response	initial_fixation
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	22	False	central	6	circle	figure	0	-1.0	TIMEOUT	TOP
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	23	False	central	6	circle	background	0	0.88644695282	CIRCLE	TOP
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	24	False	peripheral	8	circle	figure	0	0.868553876877	CIRCLE	BOTTOM
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	1	False	central	4	square	figure	180	0.560557126999	CIRCLE	BOTTOM
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	2	False	central	4	circle	figure	180	0.92048406601	CIRCLE	BOTTOM
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	3	False	central	4	square	background	0	0.864854097366	SQUARE	TOP
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	4	False	central	4	circle	background	180	1.23336005211	CIRCLE	BOTTOM
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	5	False	central	6	square	figure	180	2.3698451519	SQUARE	TOP
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	6	False	central	6	circle	figure	270	0.644690990448	CIRCLE	BOTTOM
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	7	False	central	6	square	background	270	0.979258060455	SQUARE	TOP
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	8	False	central	6	circle	background	0	1.19927287102	CIRCLE	BOTTOM
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	9	False	central	8	square	figure	270	-1.0	TIMEOUT	TOP
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	10	False	central	8	circle	figure	270	2.12886500359	CIRCLE	BOTTOM
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	11	False	central	8	square	background	90	2.91377186775	SQUARE	BOTTOM
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	12	False	central	8	circle	background	0	1.51053786278	CIRCLE	BOTTOM
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	13	False	peripheral	4	square	figure	0	1.28164601326	SQUARE	BOTTOM
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	14	False	peripheral	4	circle	figure	270	0.827136993408	CIRCLE	BOTTOM
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	15	False	peripheral	4	square	background	180	0.900795936584	SQUARE	BOTTOM
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	16	False	peripheral	4	circle	background	90	2.60481405258	CIRCLE	BOTTOM
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	17	False	peripheral	6	square	figure	270	1.27808594704	SQUARE	TOP
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	18	False	peripheral	6	circle	figure	90	0.823501110077	CIRCLE	BOTTOM
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	19	False	peripheral	6	square	background	0	1.30739784241	SQUARE	BOTTOM
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	20	False	peripheral	6	circle	background	0	2.29829883575	CIRCLE	BOTTOM
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	21	False	peripheral	8	square	figure	270	1.00353002548	SQUARE	TOP
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	22	False	peripheral	8	circle	figure	90	0.882631063461	CIRCLE	BOTTOM
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	23	False	peripheral	8	square	background	180	0.863774061203	SQUARE	BOTTOM
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	24	False	peripheral	8	circle	background	0	0.642703056335	CIRCLE	BOTTOM
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	1	False	peripheral	8	circle	background	180	0.767465829849	CIRCLE	BOTTOM
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	2	False	central	6	circle	figure	0	1.95979595184	CIRCLE	BOTTOM
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	3	False	peripheral	6	square	background	90	0.970596075058	SQUARE	BOTTOM
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	4	False	peripheral	6	circle	background	90	1.47852182388	CIRCLE	BOTTOM
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	5	False	peripheral	4	square	background	90	0.893175840378	SQUARE	TOP
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	6	False	central	4	square	background	0	2.37322497368	SQUARE	BOTTOM
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	7	False	peripheral	4	square	figure	90	2.93501782417	SQUARE	TOP
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	8	False	peripheral	6	circle	figure	0	0.888075113297	CIRCLE	BOTTOM
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	9	False	central	6	square	background	90	0.847223997116	SQUARE	BOTTOM
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	10	False	central	6	square	figure	90	1.64318799973	SQUARE	BOTTOM
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	11	False	central	4	square	figure	180	1.355219841	SQUARE	TOP
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	12	False	central	8	circle	figure	270	2.03320193291	CIRCLE	BOTTOM
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	13	False	central	4	circle	background	270	1.38669109344	CIRCLE	TOP
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	14	False	peripheral	6	square	figure	270	1.52506709099	SQUARE	BOTTOM
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	15	False	central	6	circle	background	0	2.2103099823	CIRCLE	BOTTOM
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	16	False	central	8	square	figure	180	1.60664892197	SQUARE	TOP
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	17	False	central	4	circle	figure	90	0.602982997894	CIRCLE	TOP
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	18	False	central	8	square	background	270	1.33355808258	SQUARE	TOP
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	19	False	central	8	circle	background	180	1.79026699066	CIRCLE	BOTTOM
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	20	False	peripheral	8	square	figure	180	0.982069015503	SQUARE	TOP
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	21	False	peripheral	8	square	background	270	1.07111096382	SQUARE	BOTTOM
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	22	False	peripheral	4	circle	figure	90	0.980481147766	CIRCLE	BOTTOM
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	23	False	peripheral	8	circle	figure	0	0.875643014908	CIRCLE	TOP
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	24	False	peripheral	4	circle	background	180	0.918508052826	CIRCLE	BOTTOM
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	1	False	central	8	square	background	270	1.8162419796	SQUARE	BOTTOM
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	2	False	peripheral	6	circle	figure	180	0.877002000809	CIRCLE	TOP
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	3	False	peripheral	8	circle	background	270	0.662603139877	CIRCLE	BOTTOM
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	4	False	peripheral	8	square	background	270	0.600723028183	SQUARE	TOP
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	5	False	peripheral	4	square	figure	90	2.20927381516	SQUARE	TOP
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	6	False	peripheral	4	square	background	90	1.33671593666	SQUARE	TOP
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	7	False	peripheral	6	square	figure	180	2.57801699638	SQUARE	BOTTOM
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	8	False	peripheral	6	circle	background	0	0.65914106369	CIRCLE	TOP
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	9	False	central	4	square	figure	0	0.870130062103	SQUARE	BOTTOM
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	10	False	central	4	circle	background	270	1.04428887367	CIRCLE	TOP
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	11	False	central	8	circle	background	90	0.911839962006	CIRCLE	BOTTOM
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	12	False	peripheral	8	square	figure	270	0.762548923492	SQUARE	TOP
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	13	False	central	4	square	background	180	0.773149013519	SQUARE	BOTTOM
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	14	False	peripheral	4	circle	figure	0	0.886471986771	CIRCLE	TOP
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	15	False	central	6	circle	background	180	1.00247311592	CIRCLE	BOTTOM
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	16	False	central	8	square	figure	270	1.44833397865	SQUARE	BOTTOM
